"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0090630","activation of GTPase activity","22/3451","82/23210",0.00350096907332553,0.0172947872222281,0.0108316297898088,"Epha2/Eif5/Wnt5a/Ndel1/Gpr65/Tax1bp3/Tbc1d30/Crk/Epha1/Rangap1/Pip5k1a/Grtp1/Arhgef10/Bcas3/Tiam1/Tbc1d2/Tbc1d5/Rhog/Sgsm2/Rasgrp1/Tbc1d9/Ntf3",22
"GO:0009914","hormone transport","75/3451","373/23210",0.00350743759596294,0.0173012496973251,0.0108356772022966,"Adm/Ptger4/Arntl/Ffar4/Gja1/Cckar/Lif/Irs2/Anxa1/Lepr/Il6/Egfr/Clock/Hmgcr/Fgfr4/Midn/Cftr/Dynll1/Hadh/Glrx/Adcy8/Apln/Tbx3/Tnf/Slc16a10/Bmp6/Hcar2/Npy1r/Hfe/Cry2/Cry1/Fgf23/Sirt1/Glp1r/Hif1a/Lrp2/Edn1/Nr1d1/Tiam1/Spp1/Serp1/Oga/Sox11/Stxbp4/Ptpn11/Tm7sf3/Ano1/Foxa2/Il1b/Fzd4/G6pc2/Abcb1a/Adipoq/Dio2/Pfkfb2/Kcnq1/Park7/Trpv6/Piwil4/Mcu/Prkce/Cacna1d/Osm/Selenom/Aacs/Myo5a/Cacna1c/Efna5/Inhbb/Vamp8/Map4k4/Adra2a/Oxct1/Ly6e/Arrb1",75
"GO:0060998","regulation of dendritic spine development","24/3451","92/23210",0.00350788091029167,0.0173012496973251,0.0108356772022966,"Nrg1/Arc/D16Ertd472e/Zmynd8/Mapk6/Cdk5r1/Arf6/Shank2/Palm/Eif4g2/Lrrk2/Tiam1/Pdlim5/Mef2c/Baiap2/Eef2k/Ngef/Nr3c1/Plk2/Dnm3/Ptprs/Lrp8/Dtnbp1/Lzts3",24
"GO:0001569","branching involved in blood vessel morphogenesis","14/3451","44/23210",0.0035314505139947,0.0173758620907707,0.0108824065325364,"Ahr/Srf/Plxnd1/Cxcl12/Tek/Angpt1/Notch4/Nrp1/Dll4/Gna13/Edn1/Stk4/Ednra/Sfrp2",14
"GO:0043616","keratinocyte proliferation","14/3451","44/23210",0.0035314505139947,0.0173758620907707,0.0108824065325364,"Zfp36/Ptch1/Tgm1/Snai2/Fgf7/Srsf6/Bcl11b/Zfp36l1/Stxbp4/Klf9/Sfn/Slurp1/Fst/Cdh13",14
"GO:0050919","negative chemotaxis","14/3451","44/23210",0.0035314505139947,0.0173758620907707,0.0108824065325364,"Wnt5a/Nrg1/Itgav/Slit2/Sema3g/Robo1/Unc5c/Sema4c/Sema4f/Slit3/Robo2/Lgr4/Sema3c/Sema7a",14
"GO:0043588","skin development","61/3451","293/23210",0.00357736841934402,0.0175856073334319,0.0110137688204609,"Ptgs2/Epha2/Foxq1/Rela/Zfp36/Srf/Errfi1/Tnfrsf19/Tgm1/Cldn4/Anxa1/Fosl2/Sox18/Ovol1/Lrp4/Fgf7/Wnt5a/Egfr/Fuz/Sprr1a/Col1a2/Rock2/Ppl/Cldn1/Asprv1/Srsf6/Ptges3/Bcl11b/Tnf/Elovl1/Grhl1/Zfp36l1/Apcdd1/Trim16/Col3a1/Ugcg/Col1a1/Fgfr2/Il1a/St14/Prss8/Igfbp5/Snai1/Hpse/Sfn/Lama5/Stk4/Fst/Wnt10b/Dnase1l2/Lce1m/Arrdc3/Ltb/Lgr4/Smo/Myo5a/Lce1h/Grhl2/Dsp/Cyp26b1/Fras1",61
"GO:0009743","response to carbohydrate","44/3451","198/23210",0.00358069210948196,0.0175856073334319,0.0110137688204609,"Thbs1/Sesn2/Icam1/Ern1/Mir27a/Irs2/Egr1/Lepr/Hmgcr/Cftr/Dynll1/Xbp1/Adcy8/Nox4/Zfp36l1/Sirt1/Glp1r/Hif1a/Nr1d1/Rps6ka2/Tiam1/Stxbp4/Ano1/Ppp2ca/Foxa2/Il1b/Zbtb20/Adipoq/Pfkfb2/Calcrl/Igf1/Piwil4/Gas6/Prkce/Cacna1d/Prkcb/Aacs/Efna5/Map4k4/Adra2a/Pck1/Oxct1/Arrb1/Rmi1",44
"GO:0019362","pyridine nucleotide metabolic process","37/3451","160/23210",0.00358262251424409,0.0175856073334319,0.0110137688204609,"Myc/Txnrd1/Stat3/Fdx1/Ier3/P2rx7/Pgd/Nupr1/Hdac4/Eif6/Fmo1/Idh1/Dcxr/Foxk2/Idh2/Hif1a/Ldha/Jmjd8/Vcp/Nadk2/Kmo/Gapdh/Hk2/Zbtb20/Galt/Gpd1l/Pfkfb2/Haao/Me1/Igf1/Trp53/Nnt/Nampt/Mpc1/Ddit4/Pgk1/Entpd5",37
"GO:0051153","regulation of striated muscle cell differentiation","30/3451","123/23210",0.00361783018297958,0.0177443219856226,0.0111131709312044,"Flt3l/Il1f9/Adrb1/Mmp14/Nrg1/Xbp1/Cxcl12/Hdac4/Fzd7/Gdf15/Wnt3a/Ctdp1/Sirt1/Bmp2/Maml1/Edn1/Bhlhe41/Il4ra/Cxcl10/Mef2c/Col14a1/Nr3c1/Rgs4/Cd53/Rgs2/Igf1/Thra/Dmpk/Cyp26b1/Tgfb1",30
"GO:0032663","regulation of interleukin-2 production","17/3451","58/23210",0.00364235364620273,0.0178504236232555,0.0111796218012939,"Tnfaip3/Zfp36/Anxa1/Abl2/Ceacam1/Lag3/Cd34/Traf2/Ezr/Card11/Il1a/Prkd2/Il1b/Cd276/Havcr2/Hdac7/Homer2",17
"GO:0042036","negative regulation of cytokine biosynthetic process","11/3451","31/23210",0.00366031242017004,0.0178958267573634,0.0112080575336123,"Bcl3/Zfp36/Errfi1/Il6/Trib2/Lag3/Nmi/Nlrp12/Cd276/Tia1/Inhbb",11
"GO:0090162","establishment of epithelial cell polarity","11/3451","31/23210",0.00366031242017004,0.0178958267573634,0.0112080575336123,"Gja1/Hey1/Wnt5a/Ptk7/Foxf1/Camsap3/Crb3/Arf6/Hes1/Frmd4a/Mpp5",11
"GO:1903393","positive regulation of adherens junction organization","11/3451","31/23210",0.00366031242017004,0.0178958267573634,0.0112080575336123,"Sdc4/Ptpn23/Tek/Arf6/Nrp1/Iqsec1/Kdr/Smad3/Ppm1f/Thy1/Map4k4",11
"GO:0120032","regulation of plasma membrane bounded cell projection assembly","41/3451","182/23210",0.003726077400666,0.0182029493268295,0.0114004067039031,"Epha2/Icam1/Hsp90aa1/Srf/Tacstd2/Fuz/Ndel1/Dynll1/Akirin1/P2rx7/Klf5/F2rl1/Rp1/Tbc1d30/Zmynd8/Kit/Tgfbr1/Hdac4/Ccdc151/Arf6/Slit2/Abitram/Nrp1/Palm/Atp8b1/Mark4/Bcas3/Twf2/Mak/Gap43/Fam98a/Rhog/Zmynd10/Eps8l1/Dpysl3/Cdc42ep3/Dnm3/P2ry12/Sept9/Cdc42ep1/Anln",41
"GO:0034121","regulation of toll-like receptor signaling pathway","18/3451","63/23210",0.00381832323095093,0.0186388505542466,0.0116734092369575,"Tnfaip3/Tlr2/F2rl1/Appl2/Rtn4/Arf6/Ptpn22/Tlr5/Irf1/Nr1d1/Tlr6/Wdfy1/Rab7b/Cd300lf/Pik3ap1/Ptprs/Tlr1/Lgr4",18
"GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","8/3451","19/23210",0.00384665965444366,0.0187032467450312,0.0117137402158525,"H2-DMb2/H2-Oa/H2-DMa/Unc93b1/H2-Eb1/H2-Ab1/H2-Aa/H2-Ob",8
"GO:0002726","positive regulation of T cell cytokine production","8/3451","19/23210",0.00384665965444366,0.0187032467450312,0.0117137402158525,"Arid5a/Il6/Fzd5/Traf2/Il18r1/Nlrp3/Il1r1/Il1b",8
"GO:0031664","regulation of lipopolysaccharide-mediated signaling pathway","8/3451","19/23210",0.00384665965444366,0.0187032467450312,0.0117137402158525,"Trib1/Tnfaip3/Bmp6/Cd180/Cx3cl1/Cd84/Ly96/Ly86",8
"GO:0040037","negative regulation of fibroblast growth factor receptor signaling pathway","8/3451","19/23210",0.00384665965444366,0.0187032467450312,0.0117137402158525,"Thbs1/Spry4/Wnt5a/Fuz/Spry2/Apln/Sulf1/Shisa2",8
"GO:0070208","protein heterotrimerization","8/3451","19/23210",0.00384665965444366,0.0187032467450312,0.0117137402158525,"Col1a2/Skil/C1qtnf2/Nup54/Col1a1/Col6a2/Ppp2ca/Adipoq",8
"GO:0010893","positive regulation of steroid biosynthetic process","10/3451","27/23210",0.00386972028608885,0.0187415864836068,0.0117377521825308,"Tnf/Adora2b/Bmp6/Il1a/Nr1d1/Il1b/Scp2/Igf1/Stard4/Abcg1",10
"GO:0030212","hyaluronan metabolic process","10/3451","27/23210",0.00386972028608885,0.0187415864836068,0.0117377521825308,"Ptger4/Has1/Cemip2/Cemip/Cd44/Il1b/Hyal2/Hyal1/Fgf2/Tgfb1",10
"GO:0044342","type B pancreatic cell proliferation","10/3451","27/23210",0.00386972028608885,0.0187415864836068,0.0117377521825308,"Nr4a3/Errfi1/Nr4a1/Btbd10/Nupr1/Wnt3a/Nr1d1/Igfbp5/Igfbp4/Sgpp2",10
"GO:0050901","leukocyte tethering or rolling","10/3451","27/23210",0.00386972028608885,0.0187415864836068,0.0117377521825308,"Pawr/Cxcl12/Tnf/Ptafr/Itgb7/Add2/Spn/Cx3cr1/Itga4/Ccl25",10
"GO:0050926","regulation of positive chemotaxis","10/3451","27/23210",0.00386972028608885,0.0187415864836068,0.0117377521825308,"Angpt2/F2rl1/Cxcl12/S1pr1/Vegfd/Kdr/Artn/Smad3/Ntf3/Cdh13",10
"GO:0006865","amino acid transport","35/3451","150/23210",0.00388159238732481,0.0187696421235166,0.0117553232749712,"Myc/Slc7a5/Slc7a11/Slc38a2/Slc7a1/Slc7a10/Slc7a6/P2rx7/Slc3a2/Slc38a5/Slc16a12/Slc36a2/Tnf/Nfkbie/Arg2/Slc7a7/Epm2a/Sfxn4/Slc38a4/Slc6a14/Slc38a6/Kmo/Il1b/Lrrc8a/Nr3c1/Avpr1a/Slc3a1/Rgs4/Rgs2/Myo6/Slc6a9/Slc25a2/Dtnbp1/Osr1/Lrrc8c",35
"GO:0071322","cellular response to carbohydrate stimulus","35/3451","150/23210",0.00388159238732481,0.0187696421235166,0.0117553232749712,"Icam1/Ern1/Mir27a/Lepr/Hmgcr/Cftr/Dynll1/Xbp1/Adcy8/Nox4/Zfp36l1/Sirt1/Hif1a/Nr1d1/Rps6ka2/Tiam1/Stxbp4/Ano1/Ppp2ca/Foxa2/Zbtb20/Calcrl/Igf1/Piwil4/Gas6/Prkce/Cacna1d/Prkcb/Aacs/Efna5/Map4k4/Adra2a/Pck1/Oxct1/Arrb1",35
"GO:0046638","positive regulation of alpha-beta T cell differentiation","15/3451","49/23210",0.00389909344588905,0.0188395164541196,0.0117990851826014,"Nfkbiz/Anxa1/Il6/Myb/Shb/Nlrp3/Irf1/Il4ra/Hlx/Socs5/Itpkb/Cbfb/Socs1/Ada/Il2rg",15
"GO:2001244","positive regulation of intrinsic apoptotic signaling pathway","19/3451","68/23210",0.00394733954648242,0.019033286712261,0.0119204424258848,"Ddit3/Mcl1/Ptpn2/Skil/Steap3/Sept4/Nupr1/S100a9/S100a8/Sirt1/Fbh1/Bclaf1/Clu/Park7/Prkra/Rpl11/Plekhf1/Ubb/Trp53",19
"GO:0045943","positive regulation of transcription by RNA polymerase I","9/3451","23/23210",0.00395968020588537,0.019033286712261,0.0119204424258848,"Atf4/Ppp1r15a/Rasl11a/Pwp1/Heatr1/Wdr43/Ippk/Wdr75/Dhx33",9
"GO:0071276","cellular response to cadmium ion","9/3451","23/23210",0.00395968020588537,0.019033286712261,0.0119204424258848,"Mt2/Mt1/Hmox1/Jun/Egfr/Fos/Mapk3/Mmp9/Mapk8",9
"GO:0071450","cellular response to oxygen radical","9/3451","23/23210",0.00395968020588537,0.019033286712261,0.0119204424258848,"Gch1/Nfe2l2/Prdx1/Tnf/Szt2/Sod2/Park7/Ccs/Sod3",9
"GO:0071451","cellular response to superoxide","9/3451","23/23210",0.00395968020588537,0.019033286712261,0.0119204424258848,"Gch1/Nfe2l2/Prdx1/Tnf/Szt2/Sod2/Park7/Ccs/Sod3",9
"GO:1902884","positive regulation of response to oxidative stress","9/3451","23/23210",0.00395968020588537,0.019033286712261,0.0119204424258848,"Mcl1/Ripk1/Pawr/Tnf/Tlr4/Tlr6/Acox2/Park7/Mmp3",9
"GO:0042398","cellular modified amino acid biosynthetic process","13/3451","40/23210",0.00396077302433286,0.019033286712261,0.0119204424258848,"Slc7a11/Gclc/Gch1/Nfe2l2/Gclm/Slc27a1/Gamt/Bbox1/Tmlhe/Park7/Ckb/Ckmt1/Mthfsl",13
"GO:1900542","regulation of purine nucleotide metabolic process","26/3451","103/23210",0.00396688595573855,0.0190478388621194,0.0119295563570299,"Myc/Stat3/Pdk4/Ier3/P2rx7/Pdk2/Pdk1/Nupr1/Adora2b/Hdac4/Eif6/Pid1/Slc25a33/Hif1a/Jmjd8/Vcp/Zbtb20/Park7/Tspo/Bcl2l1/Igf1/Trp53/Slc25a23/Ddit4/Pgk1/Entpd5",26
"GO:0072175","epithelial tube formation","37/3451","161/23210",0.00399916676850087,0.0191879213640193,0.0120172892548744,"Adm/Cc2d2a/Bcl10/Ptch1/Wnt5a/Fuz/Rock2/Sdc4/Ptk7/Lmo4/Ift172/Abl2/Tgif1/Nup50/Fgfr2/Vasp/Dvl3/Luzp1/Gatad2a/Hif1a/Ift52/Lrp2/Gdnf/Sema4c/St14/Cecr2/Sox11/Bmp5/Dvl1/Ret/Stk4/Rgma/Grhl2/Osr1/Sfrp2/Tgfb1/Fzd2",37
"GO:0046031","ADP metabolic process","25/3451","98/23210",0.00402841129123446,0.0192850015940445,0.0120780900671672,"Myc/Stat3/Ier3/P2rx7/Ak9/Nupr1/Hdac4/Eif6/Ampd3/Foxk2/Ak3/Ak1/Hif1a/Ldha/Jmjd8/Gapdh/Hk2/Zbtb20/Galt/Pfkfb2/Igf1/Trp53/Ddit4/Pgk1/Entpd5",25
"GO:0070227","lymphocyte apoptotic process","25/3451","98/23210",0.00402841129123446,0.0192850015940445,0.0120780900671672,"Myc/Bcl10/Irs2/Mir19a/Wnt5a/Ripk1/Mir18/P2rx7/Ceacam1/Lgals3/Arg2/Gimap8/Mir20a/Rorc/Siglec1/Fnip1/Fasl/Cd44/Hif1a/Fcmr/Fas/Ada/Cd3g/Trp53/Il7r",25
"GO:0002637","regulation of immunoglobulin production","20/3451","73/23210",0.00403501571813854,0.0192850015940445,0.0120780900671672,"Tnfaip3/Il6/Xbp1/Ceacam1/Vpreb3/Traf2/Tnf/Cd22/Prkdc/Cd37/Il33/Il4ra/Thoc1/Mir181b-1/Ighm/Il27ra/Cgas/Shld2/Siglecg/Tgfb1",20
"GO:0021885","forebrain cell migration","20/3451","73/23210",0.00403501571813854,0.0192850015940445,0.0120780900671672,"Srf/Efhc1/Egfr/Ndel1/Nrg1/Cxcl12/Rtn4/Cdk5r1/Slit2/Nrp1/Dixdc1/Lamb1/Robo1/Lrrk2/Socs7/Fut10/Arl13b/Cx3cr1/P2ry12/Lrp8",20
"GO:0031397","negative regulation of protein ubiquitination","20/3451","73/23210",0.00403501571813854,0.0192850015940445,0.0120780900671672,"Gclc/Tnfaip3/Gtpbp4/Senp2/Cry1/Plaa/Gbp4/Pinx1/N4bp1/Hdac8/Park7/Tspo/Rpl11/Prkce/Prkcg/March7/Trip12/Fyn/Smad7/Arrb1",20
"GO:0002027","regulation of heart rate","24/3451","93/23210",0.00407458316834416,0.0194440116418278,0.01217767718254,"Adm/Gch1/Kcnj2/Mdm2/Kcne4/Adrb1/Scn3b/Adra1a/Calca/Sirt1/Edn1/Kcne2/Hey2/Avpr1a/Gpd1l/Rgs4/Ada/Kcnq1/Kcne3/Cacna1d/Cacna1c/Irx5/Myh7/Dsp",24
"GO:0045445","myoblast differentiation","24/3451","93/23210",0.00407458316834416,0.0194440116418278,0.01217767718254,"Ddit3/Flt3l/Srf/Il1f9/Tbx2/Ccl17/Akirin1/Tbx3/Mbnl3/Tnf/Zfp36l1/Lgals1/Nol3/Maml1/Ccl9/Cxcl10/Mef2c/Cdon/Wnt10b/Boc/Hinfp/Igf1/Cxcl14/Tgfb1",24
"GO:0043507","positive regulation of JUN kinase activity","21/3451","78/23210",0.00408676709127873,0.0194870940452866,0.0122046594540606,"Ern1/Fzd5/Wnt5a/Ptpn1/Ripk1/Map2k4/Traf2/Tnf/Spag9/Dvl3/Fgd2/Samd5/Edn1/Tiam1/Tlr6/Axin1/Map4k1/Il1b/Fzd4/Map4k2/Dusp19",21
"GO:0060048","cardiac muscle contraction","30/3451","124/23210",0.00410748587260171,0.0195563940582502,0.0122480616697228,"Atp1a2/Kcnj2/Map2k3/Kcne4/Adrb1/Zc3h12a/Scn3b/Map2k6/Adra1a/Hdac4/P2rx4/Nedd4l/Ppp1r13l/Pde5a/Camk2d/Kcnj8/Kcne2/Fxyd1/Atp1b1/Gpd1l/Rgs2/Kcnq1/Stc1/Kcne3/Cacna1d/Cacna1c/Myh7/Atp2a2/Smad7/Dsp",30
"GO:0006942","regulation of striated muscle contraction","22/3451","83/23210",0.004107634509077,0.0195563940582502,0.0122480616697228,"Atp1a2/Kcnj2/Adrb1/Zc3h12a/Adra1a/Hdac4/Arg2/P2rx4/Grcc10/Pde5a/Fxyd1/Atp1b1/Rgs2/Kcnq1/Stc1/Kcne3/Cacna1c/Myh7/Atp2a2/Smad7/Dsp/Dmpk",22
"GO:0031345","negative regulation of cell projection organization","45/3451","205/23210",0.00413982047411793,0.0196944464003684,0.0123345230897002,"Tacstd2/Lrp4/Wnt5a/Mdm2/Spry2/Adam17/Id1/Dguok/Tbc1d30/Rtn4/Ywhah/Snapin/Cdk5r1/Arf6/Wnt3a/Slit2/Lgals1/Trpc6/Nrp1/Sema3g/Epha7/Hes1/Lrrk2/Sema4c/Sema4f/Mak/Ngef/Katna1/Dpysl3/Efemp1/Cyth2/Il15ra/Arhgap4/Plk2/Tbx6/Rgma/Dnm3/Ptprs/Thy1/Dtnbp1/Sema3c/Fyn/Bcl11a/Map4k4/Sema7a",45
"GO:0016236","macroautophagy","43/3451","194/23210",0.00414536585976661,0.01970564602314,0.0123415373516328,"Sesn2/Hmox1/Hspb8/Sqstm1/Usp36/Bag3/Tlr2/Tmem173/Optn/Vps13c/Nupr1/Phf23/Snapin/Pik3c2a/Retreg1/Mapk3/Tbk1/Epm2a/Smcr8/Rab33b/Pik3r4/Smurf1/Sirt1/Plaa/Npc1/Lzts1/Atp13a2/Hif1a/Lrrk2/Kdr/Ubxn2a/Pik3c3/Tbc1d5/Vcp/Trp53inp2/Htra2/Bnip3/Larp1/Atg10/Pik3c2b/Trp53/Synpo2/Vamp8",43
"GO:0043087","regulation of GTPase activity","61/3451","295/23210",0.00418959875263767,0.0198885701605112,0.0124561017293361,"Epha2/Ccl3/Icam1/Eif5/Wnt5a/Ndel1/Spry2/Adrb1/Ccl17/Cblb/Rgs1/Gpr65/Tax1bp3/Ccl2/Plxnd1/F2rl1/Tbc1d30/Rgs16/Snx18/Picalm/Crk/S1pr1/Epha1/Rangap1/Pip5k1a/Iqsec1/Dvl3/Rasa2/Grtp1/Arhgef10/Rgs6/Lrrk2/Bcas3/Tiam1/Tbc1d2/Ccl9/Pot1b/Tbc1d5/Plxna2/Plxnc1/Cx3cl1/Dock9/Rhog/Ccl7/Ngef/Vav3/Rgs4/Rgma/Ccl12/Dock10/Ccl25/Sgsm2/Thy1/Rasgrp1/Efna5/Chn2/Tbc1d9/Ntf3/Map4k4/Arap3/Arrb1",61
"GO:0035272","exocrine system development","16/3451","54/23210",0.00419350904437013,0.0198885701605112,0.0124561017293361,"Muc19/Snai2/Il6/Fgf7/Egfr/Xbp1/Plxnd1/Nfib/Tnf/Nrp1/Fgfr2/Lama5/Tfcp2l1/Igf1/Polb/Sema3c",16
"GO:0046718","viral entry into host cell","16/3451","54/23210",0.00419350904437013,0.0198885701605112,0.0124561017293361,"Ceacam1/Itgav/Ifitm1/Lgals1/Nectin2/Npc1/Ifitm2/Trim21/Hyal2/Tmprss2/Gas6/Trim25/Nbn/Mid2/Ifitm6/Vamp8",16
"GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","50/3451","233/23210",0.00422579956753559,0.0200263333304162,0.0125423820423523,"Thbs1/Hspa5/Itga8/Lox/Aspn/Gdf10/Wnt5a/Hsp90ab1/Ccn1/Skil/Adam17/Smad6/Xbp1/Grem2/Tob1/Zeb1/Rnf111/Tgfbr1/Htra3/Bmp6/Nrep/Rasl11b/Gdf15/Hfe/Strap/Smurf1/Sirt1/Bmp2/Hes1/Lrp2/Kdr/Cdkn2b/Sox11/Bmp5/Axin1/Smad3/Acvrl1/Adamtsl2/Sulf1/Fst/Rgma/Tgfb1i1/Gpc3/Trp53/Got1/Vsir/Smad7/Inhbb/Sfrp2/Tgfb1",50
"GO:0006631","fatty acid metabolic process","75/3451","376/23210",0.00431940359021821,0.0204402101129921,0.0128015907871524,"Ptgs2/Sesn2/Nr4a3/Irs2/Pdk4/Abcd2/Anxa1/Tnxb/Sphk1/Hadh/C1qtnf2/Ptges3/Pdk2/Gk/Trib3/Appl2/Elovl7/Pdk1/Slc27a6/Slc27a3/Naaa/Lpin2/Elovl1/Ptgis/Eif6/Acat1/Hacl1/Prkab2/Cbr4/Sirt1/Plaa/Hacd1/Acot2/Pam/Edn1/Lipe/Acsl1/Tecr/Acacb/Acox2/Slc27a1/Daglb/Il1b/Etfb/Erlin1/Pex7/Avpr1a/Adipoq/Acad9/Acsl4/Aasdh/Slc25a17/Fads1/Acsf2/Ces1d/Prkar2b/Cyp2a4/Sgpl1/Cyp4v3/Atp6v1b1/Ces1f/Dgat2/Pex2/Hpgd/Fads2/Pla2g15/Phyh/Aacs/Myo5a/Alox5ap/Acoxl/Lpin3/Pck1/Cyp2e1/Aoah",75
"GO:0000075","cell cycle checkpoint","40/3451","178/23210",0.00432306306195428,0.0204402101129921,0.0128015907871524,"Plk3/Cdkn1a/Nabp1/Ppp1r10/Ccnd1/Dot1l/Mdm2/Clock/Ier3/Rnaseh2b/Fbxo4/Atm/Cry1/Dna2/Donson/Prkdc/Cradd/Abraxas1/Chek1/Cdkn2b/Mbd4/Ptpn11/Cdc5l/Zwint/Thoc1/Dclre1b/Casp2/Dgkz/Plk2/Rhno1/Hinfp/Bcl2l1/Trp53/Rpl24/Mtbp/Nbn/Pml/Cdk5rap3/Tgfb1/Rad17",40
"GO:0010951","negative regulation of endopeptidase activity","40/3451","178/23210",0.00432306306195428,0.0204402101129921,0.0128015907871524,"Ptgs2/Thbs1/Serpine1/Plaur/Siah2/Birc3/Serpina3m/Ddx3x/Il6/Serpina3n/Mdm2/Timp1/Nr4a1/Rffl/Birc2/Picalm/Rps6ka3/Serpinc1/Serpinh1/Nol3/Fnip1/Stfa1/Serpinb8/Cd44/Fcmr/Cst7/Usp47/Gapdh/Mrtfa/Mmp9/Serpina3i/Sfn/Park7/Igf1/Gas6/Serpina9/Sfrp2/Anxa8/Arrb1/Serpinb1b",40
"GO:0071453","cellular response to oxygen levels","32/3451","135/23210",0.00434397584614762,0.0205233747895651,0.0128536763651161,"Plk3/Myc/Cpeb4/Nfe2l2/Egr1/Rock2/Bach1/Cpeb2/Pdk1/Cd34/Rtn4/Ptgis/Zfp36l1/Npepps/Sirt1/Vldlr/Nol3/Hif1a/Fas/Bnip3/Fndc1/Kcnk2/Prkce/Higd1a/Rgcc/Trp53/Eif4ebp1/Mir874/Atp6v0a2/Kcnk3/Pgk1/Mir150",32
"GO:0061384","heart trabecula morphogenesis","12/3451","36/23210",0.00440408806089631,0.020749387283911,0.0129952267429941,"Srf/Hey1/Adamts1/Heg1/Tgfbr1/S1pr1/Tek/Dll4/Adgrg6/Bmp5/Hey2/Ccm2l",12
"GO:0006749","glutathione metabolic process","17/3451","59/23210",0.0044207404162257,0.020749387283911,0.0129952267429941,"Chac1/Slc7a11/Gclc/Gstt2/Nfe2l2/Cth/Gclm/Gsr/Idh1/Gstp3/Gsta4/Sod2/Gstk1/Gstz1/Park7/Gstt3/Gstt1",17
"GO:0006517","protein deglycosylation","6/3451","12/23210",0.00442541587901389,0.020749387283911,0.0129952267429941,"Engase/Oga/Man2b2/Aga/Man2a2/Ngly1",6
"GO:0010749","regulation of nitric oxide mediated signal transduction","6/3451","12/23210",0.00442541587901389,0.020749387283911,0.0129952267429941,"Thbs1/Egfr/Pde5a/Gucy1a1/Atp2b4/Gucy1a2",6
"GO:0016926","protein desumoylation","6/3451","12/23210",0.00442541587901389,0.020749387283911,0.0129952267429941,"Senp2/Uspl1/Senp5/Senp1/Senp7/Senp6",6
"GO:0032308","positive regulation of prostaglandin secretion","6/3451","12/23210",0.00442541587901389,0.020749387283911,0.0129952267429941,"P2rx7/P2ry2/Map2k6/Il1a/Edn1/Il1b",6
"GO:0072683","T cell extravasation","6/3451","12/23210",0.00442541587901389,0.020749387283911,0.0129952267429941,"Icam1/Ccl2/Crk/Cd99/Cd99l2/Il27ra",6
"GO:0090557","establishment of endothelial intestinal barrier","6/3451","12/23210",0.00442541587901389,0.020749387283911,0.0129952267429941,"Icam1/Myd88/Cldn1/Rap2c/Ptprs/Mir874",6
"GO:2000009","negative regulation of protein localization to cell surface","6/3451","12/23210",0.00442541587901389,0.020749387283911,0.0129952267429941,"Tax1bp3/Picalm/Arf6/Nedd4l/Leprot/Astn2",6
"GO:2000232","regulation of rRNA processing","6/3451","12/23210",0.00442541587901389,0.020749387283911,0.0129952267429941,"Usp36/Heatr1/Wdr43/Riok2/Wdr75/Dimt1",6
"GO:0072009","nephron epithelium development","27/3451","109/23210",0.00445647735556866,0.0208633416759943,0.0130665957498578,"Myc/Lif/Ptch1/Tacstd2/Myo1e/Wnk4/Hey1/Aqp11/Mtss1/Fat4/Bmp2/Cd44/Hes1/Gdnf/Mef2c/Adipoq/Lama5/Klf15/Gpc3/Ptpro/Lgr4/Smo/Jag1/Osr1/Fgf2/Wt1/Tgfb1",27
"GO:1903076","regulation of protein localization to plasma membrane","27/3451","109/23210",0.00445647735556866,0.0208633416759943,0.0130665957498578,"Epha2/Sqstm1/Egfr/Grasp/Mmp14/Lyplal1/Tnf/Lgals3/Picalm/Pid1/Ezr/Arf6/Wnt3a/Numb/Epm2a/Camk2d/Ar/Ramp3/Rhog/Pik3r2/Bcl2l1/Myo5a/Lypd1/Mrap/Vamp8/Agr2/Tgfb1",27
"GO:0008277","regulation of G protein-coupled receptor signaling pathway","31/3451","130/23210",0.00449869434846566,0.0210450284861935,0.0131803851963819,"Adm/Plek/Rgs12/Wnt5a/Adrb1/Rock2/Rgs1/Apln/Aplnr/Ramp2/Cry1/Palm/Edn1/Lrrk2/Git1/Pde5a/Ramp3/Rgs9/Plce1/Rgs4/Htr1b/Rgs2/Ada/Atp2b4/Tmod2/Arrdc3/Dtnbp1/Mrap/Homer2/Arrb1/Fzd2",31
"GO:1903391","regulation of adherens junction organization","18/3451","64/23210",0.00458796863910901,0.0214301863437959,0.0134216074369667,"Mmp14/Sdc4/Ptpn23/Camsap3/Dusp22/Bmp6/Tek/Arf6/Nrp1/Iqsec1/Bcas3/Kdr/Smad3/Acvrl1/Ppm1f/Thy1/Efna5/Map4k4",18
"GO:2000736","regulation of stem cell differentiation","18/3451","64/23210",0.00458796863910901,0.0214301863437959,0.0134216074369667,"Lbh/Stat3/Nfe2l2/Tacstd2/Hspa9/Pwp1/Prdm4/Wnt3a/Cdk12/Ythdf2/Hes1/Tbx5/Ltbp3/Zfp36l2/Sema3c/Jag1/Vsir/Eif2ak2",18
