"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1902808","positive regulation of cell cycle G1/S phase transition","11/2445","48/23210",0.0098850091638697,0.0349518126604981,0.0214891503562385,"Anxa1/Fam83d/Hyal1/Mdm2/Mepce/Ddx3x/Egfr/Stxbp4/Ankrd17/Rgcc/Dbf4",11
"GO:0051591","response to cAMP","13/2445","61/23210",0.00994181106937601,0.0351320135146828,0.0215999418418622,"Mat2a/Ezr/Per1/Jund/Crem/Wnt10b/Fdx1/Stat1/Ahr/Junb/Slc8a1/Cdo1/Cftr",13
"GO:0022411","cellular component disassembly","52/2445","357/23210",0.0100995615097763,0.0356685218109354,0.0219297990529181,"Plk3/Fgfr4/Snai2/Sh3pxd2b/Hk2/Myc/Nrg1/Sqstm1/F2rl1/Optn/Etf1/Bnip3/Cebpg/Irgm2/Cfl2/Specc1l/Twf2/Tnf/Epha4/Zfand1/Snapin/Smurf1/Tmod1/Mid1/Tmod2/Smcr8/Retreg1/Mical3/Ndel1/Phf23/Camsap1/Il6/Avil/Vill/Htra2/Spata18/Hspa8/Hif1a/Vcp/Ets1/Fscn1/Abce1/Ddit4/Dedd2/Dpp4/Evl/Wdr1/Vps13c/Upf1/Tgfbr1/Ctss/Tmem173",52
"GO:0009123","nucleoside monophosphate metabolic process","43/2445","285/23210",0.0101458072515254,0.035810831694827,0.0220172943288235,"Hk2/Myc/Atp1a2/Stat3/Slc25a25/Slc25a33/Atp1b1/Hkdc1/Nt5c2/Ppargc1a/Bpgm/Pid1/Nupr1/P2rx7/Gapdh/Pfkfb2/Nt5e/Ampd3/Slc4a1/Cycs/Snca/Ampd1/Pgk1/Ada/Cox4i2/Clpx/Ak3/Ier3/Hspa8/Jmjd8/Foxk1/Hif1a/Bcl2l1/Hdac4/Ldha/Vcp/Uqcc3/Uqcrb/Entpd5/Ddit4/Galt/Slc25a23/Eif6",43
"GO:0043588","skin development","44/2445","293/23210",0.0101803028031729,0.0359115253631268,0.0220792030315003,"Ptgs2/Sox18/Cldn4/Epha2/Anxa1/Tnfrsf19/Errfi1/Sprr1a/Stk4/Rock2/Fgfr2/Lrp4/Tgm1/Fosl2/Ppl/Rela/Macroh2a2/Prss8/Srf/Tnf/Foxq1/St14/Inhba/Fgf7/Wnt10b/Fuz/Apcdd1/Trim16/Grhl1/Egfr/Wnt5a/Elovl1/Lama5/Snai1/Arrdc3/Zfp36/Dnase1l2/Reg3g/Smo/Ltb/Lce1a2/Dsp/Fras1/Txnip",44
"GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","10/2445","42/23210",0.0103603126311238,0.0364823647829742,0.0224301677794956,"Smad7/Il20rb/Zc3h12a/Hfe/Spn/Il33/Il7r/Ptprc/Il4ra/Muc4",10
"GO:0010883","regulation of lipid storage","10/2445","42/23210",0.0103603126311238,0.0364823647829742,0.0224301677794956,"Ptpn2/Nfkbia/Zc3h12a/Itgav/Osbpl11/Fitm2/Ttc39b/Sirt1/Alkbh7/Mest",10
"GO:0045740","positive regulation of DNA replication","10/2445","42/23210",0.0103603126311238,0.0364823647829742,0.0224301677794956,"Gli2/Ino80/Il6/Egfr/Cacybp/Dbf4/Ctc1/Map2k4/Dna2/Atf1",10
"GO:0051453","regulation of intracellular pH","14/2445","68/23210",0.0103947283689509,0.0365821493124832,0.0224915175234609,"Rab20/Rab38/Lrrk2/Aqp11/Snapin/Slc4a1/Atp6v0a4/Slc4a7/Fasl/Slc9a9/Tmem175/Rogdi/Cftr/Cln6",14
"GO:0002825","regulation of T-helper 1 type immune response","8/2445","30/23210",0.0105133218848998,0.0369131686717192,0.022695035574171,"Hlx/Anxa1/Arid5a/Il33/Ccr2/Il4ra/Socs5/Irf1",8
"GO:0016242","negative regulation of macroautophagy","8/2445","30/23210",0.0105133218848998,0.0369131686717192,0.022695035574171,"Hmox1/Usp36/Lrrk2/Nupr1/Smcr8/Phf23/Htra2/Lzts1",8
"GO:0035066","positive regulation of histone acetylation","8/2445","30/23210",0.0105133218848998,0.0369131686717192,0.022695035574171,"Snai2/Arid5a/Gata3/Arrb1/Mapk3/Piwil2/Rps6ka5/Lif",8
"GO:0051085","chaperone cofactor-dependent protein refolding","8/2445","30/23210",0.0105133218848998,0.0369131686717192,0.022695035574171,"Hspa1a/Hspa9/Dnajb1/Dnajb4/Hspa5/H2-DMb2/Hspa8/Ero1l",8
"GO:0071604","transforming growth factor beta production","9/2445","36/23210",0.0106186750216797,0.0372613331081449,0.0229090947989592,"Ptgs2/Thbs1/Itgb6/Hsp90ab1/Cx3cl1/Itgav/Hif1a/Cd34/Lrrc32",9
"GO:0030072","peptide hormone secretion","42/2445","278/23210",0.0107178325793626,0.0375873639059465,0.0231095457713529,"Ptger4/Anxa1/Apln/Glp1r/Edn1/Gja1/Cckar/Cacna1d/Exoc3l/Vsnl1/Hmgcr/Irs2/G6pc2/Pfkfb2/Tnf/Adcy8/Inhbb/Arrb1/Sox4/Ptpn11/Hadh/Mcu/Il6/Egfr/Hfe/Pde3b/Lepr/Piwil4/Tiam1/Nr1d1/Tm7sf3/Stxbp4/Adra2a/Hif1a/Foxa2/Ccl5/Lif/Dgat1/Sirt1/Cpt1a/Aacs/Cftr",42
"GO:0010823","negative regulation of mitochondrion organization","12/2445","55/23210",0.0107705019497525,0.0377281028717175,0.0231960752119233,"Gclc/Bnip3/Ppargc1a/Lrrk2/Nol3/Mapt/Htra2/Ier3/Bcl2l1/Lmna/Hgf/Fnip2",12
"GO:0043470","regulation of carbohydrate catabolic process","12/2445","55/23210",0.0107705019497525,0.0377281028717175,0.0231960752119233,"Myc/Stat3/Ppargc1a/Nupr1/P2rx7/Ier3/Jmjd8/Hif1a/Hdac4/Entpd5/Ddit4/Eif6",12
"GO:0048562","embryonic organ morphogenesis","47/2445","318/23210",0.0107982198582372,0.0378031920342473,0.0232422416960311,"Tbx3/Foxf2/Hlx/Tcf21/Epha2/Hoxa5/Tbx2/Myc/Edn1/Bmp4/Gli2/Nr4a3/Sox11/Hyal1/Foxf1/Fgfr2/Hoxa4/Gja1/Hoxa2/Itga8/Zeb1/Tifab/Hoxb4/Gata3/Efna1/Wnt3a/Srf/Slitrk6/Ptk7/Fuz/Hoxa1/Osr1/Mapk3/Sox17/Spry2/Myo6/Wnt5a/Flvcr1/Gas1/Hif1a/Rdh10/Smo/Ift172/Mef2c/Arl13b/Tgfbr1/Dvl3",47
"GO:0050795","regulation of behavior","18/2445","96/23210",0.0108254037415568,0.0378359571431158,0.0232623864123511,"Ptger4/Stat3/Nr4a3/Gja1/Esr2/Hoxa1/Il6/Lepr/Arrdc3/Ada/Nr1d1/Adora2a/Hdac4/Per3/Kcna2/Dgat1/Alb/Mef2c",18
"GO:0006637","acyl-CoA metabolic process","16/2445","82/23210",0.0108327275104002,0.0378359571431158,0.0232623864123511,"Pmvk/Pdk4/Slc27a3/Nudt7/Hmgcs2/Hmgcs1/Ehhadh/Pdk2/Acsl4/Acsm1/Snca/Acot9/Pipox/Dgat1/Acat1/Scp2",16
"GO:0035383","thioester metabolic process","16/2445","82/23210",0.0108327275104002,0.0378359571431158,0.0232623864123511,"Pmvk/Pdk4/Slc27a3/Nudt7/Hmgcs2/Hmgcs1/Ehhadh/Pdk2/Acsl4/Acsm1/Snca/Acot9/Pipox/Dgat1/Acat1/Scp2",16
"GO:1903317","regulation of protein maturation","16/2445","82/23210",0.0108327275104002,0.0378359571431158,0.0232623864123511,"Thbs1/Chac1/Birc3/Serpine1/Il1r2/Lrrk2/Rps6ka2/Nol3/Mdm2/Plgrkt/Fuz/Sox4/Tmem98/Gas1/Myh9/Ccbe1",16
"GO:0007229","integrin-mediated signaling pathway","17/2445","89/23210",0.0108734228850577,0.0379560666602536,0.0233362324099266,"Nrp1/Itga8/Itgb6/Itga7/Itga1/Itgb5/Timp1/Ccn2/Ptpn11/Apoa1/Fcer1g/Lama5/Itgav/Itga5/Itga10/Thy1/Itgb7",17
"GO:0003215","cardiac right ventricle morphogenesis","6/2445","19/23210",0.010988354669309,0.0381580602422976,0.0234604225484382,"Hey2/Gata3/Jag1/Sox4/Ppp1r13l/Sema3c",6
"GO:0030220","platelet formation","6/2445","19/23210",0.010988354669309,0.0381580602422976,0.0234604225484382,"Mfap2/Srf/Ptpn11/Myh9/Mef2c/Wdr1",6
"GO:0032656","regulation of interleukin-13 production","6/2445","19/23210",0.010988354669309,0.0381580602422976,0.0234604225484382,"Arg2/Tlr4/Gata3/Lilra5/Nlrp3/Il33",6
"GO:0040033","negative regulation of translation, ncRNA-mediated","6/2445","19/23210",0.010988354669309,0.0381580602422976,0.0234604225484382,"Stat3/Mir143/Ago4/Ago1/Zfp36/Eif6",6
"GO:0042789","mRNA transcription by RNA polymerase II","6/2445","19/23210",0.010988354669309,0.0381580602422976,0.0234604225484382,"Sox18/Atf4/Stat3/Ddit3/Srf/Sox17",6
"GO:0045974","regulation of translation, ncRNA-mediated","6/2445","19/23210",0.010988354669309,0.0381580602422976,0.0234604225484382,"Stat3/Mir143/Ago4/Ago1/Zfp36/Eif6",6
"GO:0060231","mesenchymal to epithelial transition","6/2445","19/23210",0.010988354669309,0.0381580602422976,0.0234604225484382,"Fzd7/Bmp4/Gata3/Gdnf/Lif/Smo",6
"GO:0061081","positive regulation of myeloid leukocyte cytokine production involved in immune response","6/2445","19/23210",0.010988354669309,0.0381580602422976,0.0234604225484382,"Nr4a3/Tlr2/Tlr4/Ddx21/Wnt5a/Fcer1g",6
"GO:1905276","regulation of epithelial tube formation","6/2445","19/23210",0.010988354669309,0.0381580602422976,0.0234604225484382,"Gata3/Gdnf/Ptk7/Sfrp2/Wnt5a/Dvl3",6
"GO:0007568","aging","38/2445","247/23210",0.0110907797443877,0.0384915297011104,0.0236654469747605,"Tbx3/Adra1a/Tbx2/Nuak1/Cdkn1a/Serpine1/Arg2/Lrrk2/Pml/Mir27a/Picalm/Hyal2/Srf/Eif2s1/Pla2r1/Rsl1d1/March5/Mir23a/Nox4/Mapk3/Mir378d/Pot1b/Prelp/Fbxo4/Eef1e1/Nampt/Ctc1/Prkdc/Lmna/Mir24-2/Sod2/Sirt1/Prmt6/Pawr/Cgas/Mir16-1/Scp2/Mir20a",38
"GO:0010770","positive regulation of cell morphogenesis involved in differentiation","30/2445","185/23210",0.0111012644420868,0.0385057114769328,0.0236741662453724,"Tnfrsf12a/Cass4/Nrg1/Plxnd1/Nrp1/Rreb1/Cxcl12/Plxna2/Picalm/Twf2/Wnt3a/Mapt/Srf/Epha4/Plxnc1/Lrp8/Ndel1/Apoa1/Dixdc1/Robo2/Cdkl5/Baiap2/Eif4g2/Tiam1/Fn1/Lpar3/Crk/Numb/Skil/Bcl11a",30
"GO:0048545","response to steroid hormone","34/2445","216/23210",0.011255743561638,0.0390190465172451,0.0239897760242285,"Areg/Lbh/Tcf21/Gnrh1/Anxa1/Atp1a2/Acr/Lox/Bmp4/Fam107a/Fibin/Klf9/Esr2/Lcat/Per1/Cry1/Tnf/Ywhah/Ar/Gdnf/Alpl/Taf7/Tfap4/Calcoco1/Il6/Eif4ebp1/Fas/Zfp36/Rps6kb1/Sirt1/Cdo1/Zfp36l2/Ddit4/Nr3c1",34
"GO:0060349","bone morphogenesis","21/2445","118/23210",0.0113359323191746,0.0392744045462251,0.0241467758094106,"Thbs1/Frem1/Bmp4/Fgfr2/Axin2/Scube2/Tifab/Fgfr3/Dhrs3/Bmp6/Alpl/Fgf18/Ltf/Sfrp2/Col12a1/Stc1/Pappa2/Scx/Nab1/Nab2/Mef2c",21
"GO:0006367","transcription initiation from RNA polymerase II promoter","13/2445","62/23210",0.0113973225223849,0.0393205706109237,0.024175159730877,"Hey2/Thra/Srf/Psmc6/Atf7ip/Wnt10b/Taf7/Ahr/Gtf2e1/Irf8/Psmc2/Gtf2f2/Tcf4",13
"GO:0060038","cardiac muscle cell proliferation","13/2445","62/23210",0.0113973225223849,0.0393205706109237,0.024175159730877,"Tbx2/Wnt2/Meis1/Fgfr2/Hey2/Gja1/Ripk1/Kcnk2/Tbx5/Pim1/Fgf2/Mef2c/Tgfbr1",13
"GO:1990823","response to leukemia inhibitory factor","46/2445","311/23210",0.0114209176361364,0.0393205706109237,0.024175159730877,"Hk2/Gclm/Parp16/Gfpt2/Socs3/Mat2a/Sdad1/Sbno2/Icam1/Smad7/Pml/Mir27a/Egln3/Pcolce2/Klf5/Gnpnat1/Cth/Piga/Gstt2/Ubxn2a/Sox17/Spry2/Srsf3/Ptp4a3/Trim25/Eef1e1/Chchd4/Fzd4/Bclaf1/Arid5b/Mir100/Klf4/Cacybp/Mir103-2/Mir680-3/Mir24-2/Myb/Mtf2/Smarca5/Mir130b/Srsf7/Mir224/Sirt1/Bspry/Mir16-1/Mir196a-2",46
"GO:1990830","cellular response to leukemia inhibitory factor","46/2445","311/23210",0.0114209176361364,0.0393205706109237,0.024175159730877,"Hk2/Gclm/Parp16/Gfpt2/Socs3/Mat2a/Sdad1/Sbno2/Icam1/Smad7/Pml/Mir27a/Egln3/Pcolce2/Klf5/Gnpnat1/Cth/Piga/Gstt2/Ubxn2a/Sox17/Spry2/Srsf3/Ptp4a3/Trim25/Eef1e1/Chchd4/Fzd4/Bclaf1/Arid5b/Mir100/Klf4/Cacybp/Mir103-2/Mir680-3/Mir24-2/Myb/Mtf2/Smarca5/Mir130b/Srsf7/Mir224/Sirt1/Bspry/Mir16-1/Mir196a-2",46
"GO:0060828","regulation of canonical Wnt signaling pathway","35/2445","224/23210",0.0114262234812741,0.0393205706109237,0.024175159730877,"Snai2/Fzd7/Stk4/Invs/Fgfr2/Lrp4/Thra/Axin2/Lrrk2/Ddit3/Wnt3a/Scyl2/Prickle1/Fgfr3/Ptk7/Wnt10b/Fuz/Usp47/Sox4/Sox17/Sfrp2/Ddx3x/Egfr/Wnt5a/Ptpro/Gpc3/Fgf2/Siah2/Vcp/Adgra2/Frat2/Tle2/Cdk14/Rspo1/Notum",35
"GO:0009226","nucleotide-sugar biosynthetic process","5/2445","14/23210",0.011447264823918,0.0393205706109237,0.024175159730877,"Gnpnat1/Uap1/Cmas/Gnpda1/Ugdh",5
"GO:0015936","coenzyme A metabolic process","5/2445","14/23210",0.011447264823918,0.0393205706109237,0.024175159730877,"Nudt7/Hmgcr/Pank1/Mccc2/Acat1",5
"GO:0019184","nonribosomal peptide biosynthetic process","5/2445","14/23210",0.011447264823918,0.0393205706109237,0.024175159730877,"Slc7a11/Gclc/Gclm/Nfe2l2/Aasdh",5
"GO:0032306","regulation of prostaglandin secretion","5/2445","14/23210",0.011447264823918,0.0393205706109237,0.024175159730877,"Map2k6/Edn1/P2rx7/P2ry2/Acsl4",5
"GO:0042362","fat-soluble vitamin biosynthetic process","5/2445","14/23210",0.011447264823918,0.0393205706109237,0.024175159730877,"Snai2/Cyp27a1/Tnf/Vkorc1/Snai1",5
"GO:0045188","regulation of circadian sleep/wake cycle, non-REM sleep","5/2445","14/23210",0.011447264823918,0.0393205706109237,0.024175159730877,"Ptger4/Il6/Ada/Kcna2/Alb",5
"GO:0045351","type I interferon biosynthetic process","5/2445","14/23210",0.011447264823918,0.0393205706109237,0.024175159730877,"Tlr4/Myd88/Nmi/Irf7/Tbk1",5
"GO:0072537","fibroblast activation","5/2445","14/23210",0.011447264823918,0.0393205706109237,0.024175159730877,"Gclc/Pdgfrb/Nr1d1/Rgcc/Dgat1",5
"GO:1904923","regulation of autophagy of mitochondrion in response to mitochondrial depolarization","5/2445","14/23210",0.011447264823918,0.0393205706109237,0.024175159730877,"Hk2/Optn/Smurf1/Htra2/Vps13c",5
"GO:2000341","regulation of chemokine (C-X-C motif) ligand 2 production","5/2445","14/23210",0.011447264823918,0.0393205706109237,0.024175159730877,"Myd88/Tnf/Postn/Klf4/Ccl5",5
"GO:0070169","positive regulation of biomineral tissue development","11/2445","49/23210",0.011562843994219,0.0396722891432212,0.0243914040927083,"Atf4/Bmp4/P2rx7/Fgfr3/Bmp6/Wnt10b/Osr1/Cebpb/Slc8a1/Mef2c/Bmpr1b",11
"GO:0070229","negative regulation of lymphocyte apoptotic process","11/2445","49/23210",0.011562843994219,0.0396722891432212,0.0243914040927083,"Bmp4/Arg2/Bcl10/Prkcq/Efna1/Irs2/Cd44/Il7r/Ada/Hif1a/Ccl5",11
"GO:0001942","hair follicle development","20/2445","111/23210",0.011609848005855,0.039788192083847,0.024462663793658,"Ptgs2/Sox18/Tnfrsf19/Fgfr2/Lrp4/Rela/Prss8/Tnf/Foxq1/Inhba/Fgf7/Wnt10b/Fuz/Apcdd1/Egfr/Wnt5a/Lama5/Snai1/Dnase1l2/Smo",20
"GO:0031570","DNA integrity checkpoint","20/2445","111/23210",0.011609848005855,0.039788192083847,0.024462663793658,"Ppp1r10/Cdkn1a/Pml/Cry1/Dgkz/Chek1/Mdm2/Donson/Sox4/Dot1l/Ptpn11/Rnaseh2b/Nbn/Fbxo4/Mbd4/Ier3/Prkdc/Casp2/Dna2/Cradd",20
"GO:0006949","syncytium formation","14/2445","69/23210",0.0118096548074586,0.0403809674041395,0.0248271152202254,"Flt3l/Il1f9/Sbno2/Cxcl12/Ptgfrn/Stat1/Tcta/Cdon/Gdf15/Adam8/Cd44/Cxcl10/Myh9/Il4ra",14
"GO:0043407","negative regulation of MAP kinase activity","14/2445","69/23210",0.0118096548074586,0.0403809674041395,0.0248271152202254,"Dusp16/Dusp8/Bmp4/Ptpn1/Hmgcr/Hyal2/Ptpn22/Sfrp2/Uchl1/Spry2/Rgs2/Dusp19/Spry1/Spred1",14
"GO:0045576","mast cell activation","14/2445","69/23210",0.0118096548074586,0.0403809674041395,0.0248271152202254,"Hmox1/Nr4a3/Foxf1/Tlr4/Kit/Bcl10/Adora2b/Cd300lf/Cd48/Fcer1g/Lat2/Nectin2/Il4ra/Cftr",14
"GO:0055117","regulation of cardiac muscle contraction","14/2445","69/23210",0.0118096548074586,0.0403809674041395,0.0248271152202254,"Adra1a/Adrb1/Atp1a2/Atp1b1/Smad7/Ccn2/Zc3h12a/Pde5a/Rgs2/Stc1/Hdac4/Slc8a1/Dsp/Fxyd1",14
"GO:0070167","regulation of biomineral tissue development","18/2445","97/23210",0.0120191131901683,0.0410688958903645,0.0252500689256146,"Atf4/Hey1/Bmp4/Hey2/Gja1/Ccr1/P2rx7/Fgfr3/Bmp6/Wnt10b/Osr1/Cebpb/Fgf23/Hif1a/Slc8a1/S1pr1/Mef2c/Bmpr1b",18
"GO:0034660","ncRNA metabolic process","65/2445","467/23210",0.0120244922829548,0.0410688958903645,0.0252500689256146,"Cars/Tars/Utp18/Gtpbp4/Eprs/Ints6/Riok2/Ddx21/Usp36/Yars/Utp4/Gars/Nars/Iars/Rela/Tsr1/Macroh2a2/Nop14/Trdmt1/Trmt61a/Heatr1/Exosc7/Rsl1d1/Ell2/Gtf3c1/Wdr43/Top1/Zc3h12a/Rpl11/Sars/Trpt1/Ddx27/Qtrt2/Ago4/Mepce/Wdr12/Wdr75/Trmt10c/Nob1/Vars2/Piwil2/Urb1/Shq1/Yars2/Ago1/Ippk/Piwil4/Dis3l2/Dis3/Rps8/Mdn1/Pwp1/Tut7/Nol10/Spin1/Nop2/Sirt1/Rrp8/Ctu2/Nat10/Rrp7a/Uspl1/Imp3/Elp4/Sephs2",65
"GO:0034332","adherens junction organization","22/2445","126/23210",0.0120716947877473,0.0411833669119405,0.0253204482509438,"Mtss1/Acvrl1/Ramp2/Tek/Fam107a/Nrp1/Smad7/Cdh11/Sdc4/Bmp6/Kdr/Pip5k1a/Bcas3/Arf6/Itgav/Epha3/Iqsec1/Ppm1f/Thy1/Numb/Dsp/Cdh13",22
"GO:0055076","transition metal ion homeostasis","22/2445","126/23210",0.0120716947877473,0.0411833669119405,0.0253204482509438,"Mt2/Mt1/Ftl1/Hmox1/Myc/Steap3/Alas2/Slc39a14/Steap2/Fech/Picalm/Hyal2/Bmp6/Slc30a4/Ltf/Slc22a17/Hfe/Btbd9/Fbxl5/Atp13a2/Hif1a/Sod2",22
"GO:0006942","regulation of striated muscle contraction","16/2445","83/23210",0.0121429394250116,0.041402951535252,0.025455453752149,"Adra1a/Adrb1/Atp1a2/Atp1b1/Arg2/Smad7/Scn4a/Ccn2/Zc3h12a/Pde5a/Rgs2/Stc1/Hdac4/Slc8a1/Dsp/Fxyd1",16
"GO:0031128","developmental induction","10/2445","43/23210",0.0122561257345606,0.0417179664426391,0.0256491319105624,"Fgfr4/Gata5/Wnt2/Bmp4/Wnt3a/Ar/Gdnf/Robo2/Fgf2/Spry1",10
"GO:0042771","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","10/2445","43/23210",0.0122561257345606,0.0417179664426391,0.0256491319105624,"Cdkn1a/Bcl3/Steap3/Pml/Nupr1/Aen/Cd44/March7/Sirt1/Ddit4",10
"GO:1901985","positive regulation of protein acetylation","10/2445","43/23210",0.0122561257345606,0.0417179664426391,0.0256491319105624,"Snai2/Arid5a/Gata3/Arrb1/Sox4/Mapk3/Fam161a/Piwil2/Rps6ka5/Lif",10
"GO:0050808","synapse organization","63/2445","451/23210",0.0123132407475992,0.0418886844652641,0.0257540931408238,"Slc7a11/Adgre5/Lrrn3/Nrg2/Pcdh17/Nrg1/Rock2/Srpx2/Tlr2/Fgfr2/Lrp4/Plxnd1/Nrp1/Arhgef15/Lrrk2/Efnb2/Abl2/Efna1/Picalm/Pdlim5/Wnt3a/Mapt/Rab3a/Tnf/Dgkz/Slitrk6/Epha4/Gdnf/Cttnbp2/Etv5/Snapin/Tnc/Dtnbp1/Lrp8/Abhd17b/Filip1/Nrcam/Palm/Myh10/Dok7/Zmynd8/Snca/Myo6/Wnt5a/Arf6/Nfia/Cdkl5/Baiap2/Ptpro/Epha3/Tiam1/Rab39b/Homer1/Hspa8/Cdk5r1/Il10ra/Arc/Vcp/Cx3cr1/Lzts3/Numb/Tmem108/Mef2c",63
"GO:0032732","positive regulation of interleukin-1 production","12/2445","56/23210",0.0124276723386982,0.0419744919063925,0.0258068494605604,"Casp4/Tlr2/Tlr4/P2rx7/Ifi205/Trim16/Lilra5/Nlrp3/Malt1/Wnt5a/Lgals9/Ccl3",12
"GO:0045620","negative regulation of lymphocyte differentiation","12/2445","56/23210",0.0124276723386982,0.0419744919063925,0.0258068494605604,"Hlx/Anxa1/Ptpn2/Bmp4/Smad7/Zc3h12a/Cd44/Fgl2/Lag3/Il4ra/Socs5/Irf1",12
"GO:0006817","phosphate ion transport","7/2445","25/23210",0.0124291366861402,0.0419744919063925,0.0258068494605604,"Fgfr4/Atf4/Cebpb/Slc25a30/Fgf23/Stc2/Slc20a1",7
"GO:0010575","positive regulation of vascular endothelial growth factor production","7/2445","25/23210",0.0124291366861402,0.0419744919063925,0.0258068494605604,"Ptgs2/Atf4/Adora2b/Il6/Cxcl17/Ccbe1/Hif1a",7
"GO:0010669","epithelial structure maintenance","7/2445","25/23210",0.0124291366861402,0.0419744919063925,0.0258068494605604,"Muc13/Tlr4/Srf/Strap/Piwil4/Tff2/Muc4",7
"GO:0014821","phasic smooth muscle contraction","7/2445","25/23210",0.0124291366861402,0.0419744919063925,0.0258068494605604,"Ptger4/Npy1r/Edn1/Ednrb/Kit/Tifab/Gdnf",7
"GO:0030194","positive regulation of blood coagulation","7/2445","25/23210",0.0124291366861402,0.0419744919063925,0.0258068494605604,"Thbs1/Serpine1/Tlr4/Nfe2l2/F7/S100a9/Selp",7
"GO:0032800","receptor biosynthetic process","7/2445","25/23210",0.0124291366861402,0.0419744919063925,0.0258068494605604,"Hoxa5/Edn1/Tnf/Itgav/Nr1d1/Hif1a/Sec24a",7
"GO:0034114","regulation of heterotypic cell-cell adhesion","7/2445","25/23210",0.0124291366861402,0.0419744919063925,0.0258068494605604,"Tnfaip3/Tnf/Apoa1/Cd44/Thy1/Klf4/Gcnt2",7
"GO:0050951","sensory perception of temperature stimulus","7/2445","25/23210",0.0124291366861402,0.0419744919063925,0.0258068494605604,"Tlr4/Lxn/Cxcl12/Calca/Btbd9/Adra2a/Pawr",7
"GO:0090280","positive regulation of calcium ion import","7/2445","25/23210",0.0124291366861402,0.0419744919063925,0.0258068494605604,"Adrb1/Serpine1/Cxcl12/Pdgfrb/Lgals3/Ccl12/Stc1",7
"GO:1900048","positive regulation of hemostasis","7/2445","25/23210",0.0124291366861402,0.0419744919063925,0.0258068494605604,"Thbs1/Serpine1/Tlr4/Nfe2l2/F7/S100a9/Selp",7
"GO:1901798","positive regulation of signal transduction by p53 class mediator","7/2445","25/23210",0.0124291366861402,0.0419744919063925,0.0258068494605604,"Steap3/Ankrd1/Pla2r1/Rpl11/Eef1e1/Hexim1/Spred1",7
"GO:0003073","regulation of systemic arterial blood pressure","21/2445","119/23210",0.0124370777281723,0.041977753094863,0.0258088545116306,"Adra1a/Adrb1/Nr2f2/Adm/Edn1/Ncald/F2rl1/Gja1/Rps6ka2/Ar/Adrb3/Ahr/Postn/Calca/Ptpro/Ier3/Avpr1b/Nedd4l/Ddah1/Sod2/Arhgap42",21
"GO:0034767","positive regulation of ion transmembrane transport","29/2445","179/23210",0.0125210275676029,0.0422374125010282,0.0259684988789971,"Adrb1/Bmp4/Atp1b1/Aplnr/Cacna1d/P2rx7/Bdkrb1/Prss8/Slc9a3r2/Ednra/Slc36a2/Rgs9/Cx3cl1/Snca/Gsto1/Cxcl10/Gstm7/Abcb1a/Cracr2a/Wnk4/Thy1/Arc/Nedd4l/Trpc6/Cd19/Lrrc26/Fxyd1/Cftr/Ctss",29
"GO:0002440","production of molecular mediator of immune response","50/2445","345/23210",0.0125478366057636,0.0423041348422887,0.0260095212556444,"Hmox1/Arid5a/Tnfaip3/Nr4a3/F2rl1/Tlr2/Tek/Tril/Tlr4/Rsad2/Kit/Smad7/Ddx21/Gata3/Angpt1/Trav12-2/Tnf/Mir181b-1/Mapk3/Ptpn22/Nlrp3/Ceacam1/Il6/Malt1/Apoa1/Wnt5a/Batf/Fcer1g/Traf2/Hfe/Nbn/Il33/Fas/Fgl2/Card11/Il7r/Mr1/Igkv1-117/Cd37/Igkv19-93/Nipal3/Prkdc/Hspd1/Sirt1/Ptprc/Ccr2/Il4ra/Cd22/Cgas/Il18rap",50
"GO:0021537","telencephalon development","38/2445","249/23210",0.0125558494119695,0.0423074477946431,0.0260115581322997,"Slc7a11/Prdm8/Nrg1/Bmp4/Nr4a3/Nrp1/Lrrk2/Slit2/Cxcl12/Fezf1/Mfsd2a/Wnt3a/Srf/Tsku/Kdm6b/Inhba/Nfib/Lrp8/Ndel1/Myh10/Cdon/Egfr/Wnt5a/Dixdc1/Robo2/Cdk5r1/Hif1a/Socs7/Cx3cr1/Dclk2/Smo/Crk/Fut10/Fat4/Uchl5/Numb/Tmem108/Arl13b",38
"GO:0002717","positive regulation of natural killer cell mediated immunity","9/2445","37/23210",0.0127510067924516,0.0428450915002644,0.0263421134182416,"Pvr/Klrk1/Slamf6/Sh2d1b1/Nectin2/Lag3/Mill2/Klre1/Il18rap",9
"GO:0030810","positive regulation of nucleotide biosynthetic process","9/2445","37/23210",0.0127510067924516,0.0428450915002644,0.0263421134182416,"Myc/Stat3/Ppargc1a/Adora2b/Pid1/P2rx7/Bcl2l1/Vcp/Entpd5",9
"GO:0045954","positive regulation of natural killer cell mediated cytotoxicity","9/2445","37/23210",0.0127510067924516,0.0428450915002644,0.0263421134182416,"Pvr/Klrk1/Slamf6/Sh2d1b1/Nectin2/Lag3/Mill2/Klre1/Il18rap",9
"GO:0071158","positive regulation of cell cycle arrest","9/2445","37/23210",0.0127510067924516,0.0428450915002644,0.0263421134182416,"Cdkn1a/Pml/Mdm2/Sox4/Cdk5r1/Rgcc/Casp2/Rrp8/Cradd",9
